Corpus,Type,Text ID,Author ID,L1,content
CZECH-IT,survey-message,I240,L028,SK,"Parliamo dunque della frittata. Ma quella ben fatta. Quella che oltre le uova vuole pure un po´di verdura. Ci vogliono dei funghi (piú aromatici, meglio é), l´olio di girasole e un pizzico si sale e pepe. Ottima nelle mattinate lunghe d´inverno."
CZECH-IT,survey-message,I245,L015,SK,"pizza congelata :D ... mi piace di preparare qualche carne con l´insalata. prima preparo l ´insalata -allora la compro, la lavo e la lascio asciugare. Aggiungo la mozzarella e i pomodori tagliati a pezzi. Metto un po di olio d´oliva, sale e basilico. Poi taglio il polo a pezzi e con un po di olio e senape metto tutto al forno e aspetto qualche minuto. e dopo mangio :D"
CZECH-IT,survey-message,I246,L057,SK,"La mia ricetta preferita sono i creps. Le faccio da farina, le uva, zucchero , latte e olio. Come primo devo battere due uva con lo zucchero dopo devo aggiungere un po di latte dopo aggiungio un po di farina e anche l´olio. Tutto mischio insieme e poco a poco aggiungio latte, farina, l´olio... Mescolo finché l'impasto é fine. Dopo do un po d´olio su padella e arrostisco uno dopo l'altro."
CZECH-IT,survey-message,I247,L058,SK,"Mia ricetta preferitta sono gli spaghetti con morcadella. Allora prendiamo la pentola e dentro diamo l´acqua. Poi lo mettiamo alla cucina a gas o elettricitá, nell´acqua diamo il sale e aspettiamo quando l´acqua stringe, poi mettiamo dentro gli spaghetti e li cuciniamo 12 minuti, nella altra pentola diamo la morcadella a la cuciniamo. Secondo me morcadella é una salsa molto buona. Quando é tutto pronto, lo serviamo con parmigiano. É la ricetta molto facile ma buona."
CZECH-IT,survey-message,I248,L074,SK,"Mettiamo dell'acqua in una pentola, la portiamo al bollimento e poi versiamo le penne. Lasciamo cuocere per circa 10 minuti e quando la pasta è pronta la scoliamo e aggiungiamo olio d'oliva. Per fare il sugo mettiamo in una pentola la passata di pomodoro, aggiungiamo il sale, lo zucchero e le erbe secondo il gusto. Io preferisco il basilico e l'origano. Lasciamo cuocere a fuoco basso. Mangiamo con sopra il parmigiano grattugiato."
CZECH-IT,survey-message,I249,L016,SK,Compro pasta in negozio con salsa che preferisco come pre esempio pesto. Poi lascio bolire l´aqua. In dentro la pentola do la pasta e aspetto circa 5 - 10 minuti. Quanto e pasta fatta si prepara il pianto dove uso il pasta. Poi uso salsa sulla pasta. Dopo pasta e migiore un caffe con dolce per esemrio la torta frutta oppure i biscotti.
CZECH-IT,survey-message,I250,L059,SK,"La mia ricetta preferita é semplice gli spaghetti con il sugo di pomodori. Io preparo gli spaghetti oppure un altro tipo di pasta. Poi si arrosto il prosciutto nella padella, quando il prosciutto si é diventa piú marone, posso aggiungere un bicchiere di vino bianco e un po di crema. Poi lasciarlo cuocere per 5 minuti. Devo aggiungere la pasta e devo condire e posso mangiare."
CZECH-IT,survey-message,I251,L071,SK,"Il mio cibo preferito é la zuppa di verdura. Ricetta non é molto difficile. Basta avere la verdura congelata che possiamo preparare nella pentola, dobbiamo scongelare questa verdura sull'olio e poi basta aggiungere l'aqua e aspettiamo quando comincia a bollire. Possiamo aggiungere gli gnocchi."
CZECH-IT,survey-message,I252,L072,SK,"Il mio cibo preferito sono spaghetti. La ricetta é facile. Nella pentola diamo l'acqua che deve bollire, poi possiamo aggiungere gli spaghetti qualli cuciniamo circa otto- dieci minuti. Poi possiamo dare nella scodella, dove possiamo versarli con burro. Possiamo mangiarli con ketchup, formaggio."
CZECH-IT,survey-message,I253,L069,SK,"Non sono il cuoco, quindi sarà facile. Conosco una ricetta di una torta. Usiamo una tazza per la misurazione. Abbiamo bisogno: 2 tazze di farina, 1 tazza di zucchero, 1 tazza di latte, metà tazza di olio, 1 uovo, 1 lievito in polvere. Tutto mescoliamo a mettiamo alla placca e al forno. Cuociamo circa 15 minuti."
CZECH-IT,survey-message,I254,L070,SK,Il mio cibo preferito sono gli spaghetti bolognese e la sua preparazione é semplice. Dobbiamo mettere gli spaghetti alla pentola con l'acqua e cucinarli. Quando sono cucinati scoliamo e mettiamo l'olio d'olive. Poi aggiungeremo la salsa e mescoliamo tutto. Possiamo aggiungere anche formaggio grattugiato.
CZECH-IT,survey-message,I255,L073,SK,"Sto per scrivere una ricetta non tanto popolare in Italia. In Italia a pranzo solitamente si mangia la pasta, invece qui si mangiano le zuppe. La mia zuppa preferita è la zuppa del passato di pomodoro.
In una pentola metto un po di olio, un cuchiaio di farina, lo mescolo per farlo omogeneo. Poi ci aggiungo il passato pomodoro, lo mescolo di nuovo, aggiungo acqua, un po di sale e abbastanza tanto zucchero (a piacere), un po di pepe nero e lasciamolo cuocere fino al punto di bollire. Quando è pronta, serviamola e ci mettiamo formaggio grattuggiato. Buon apettito!"
CZECH-IT,survey-message,I256,L092,CS,"il mio cibo preferito e la pasta, significa e molto semplice a preparare. L´aqua deva stare molto calda per la pasta - non cuci per lungo tempo, solo 8 minuti, finisci nella phase al dente, ma piú importante é il sugo. Puoi comprarlo o ciccinarlo, dipende, mio preferito e spaghetti di bolognese - con carne, pomodori e altri verduri."
CZECH-IT,survey-message,I257,L028,SK,"Secondo me il rapporto tra l´insegnante e gli alunni é tra i piú complicati. Il limite tra l´amicizia e il distacco varia, é sempre condizionato dal flusso della comunicazione reciproca. L´insegnante, pur essendo aperto e amichevole verso gli studenti, deve soprattutto, volendo o nolendo, raggiungere i suoi obiettivi didattici, dipendenti dalla materia insegnata. Alcune materie e argomenti richiedono piú impegno, in altre si puó essere piú sciolti."
CZECH-IT,survey-message,I262,L015,SK,"Secondo me il problema di oggi e che gli insegnanti sono costretti a fare troppa burrocrazia. Cosi perdono spesso la motivazione di trasmettere l´entusiasmo agli studenti, che e davvero peccato. I studenti hanno bisogno degli insegnanti aperti, che non gli trattano come una banda dei ribelli maleducati, ma che vedono l´individualita di ogni studente, che riescono riconoscere loro talenti e li sostengono. Non abbimo bisogno degli insegnanti - despoti, ma i leader che possiamo seguire."
CZECH-IT,survey-message,I263,L057,SK,Secondo me sono i migliori professori quelli sono amichevoli perché non ho paura di parlare con loro anche se so che il mio livello del´italiano non é molto bravo. Quando sono pazienti tutto ci spieghano senza problemi. Possiamo chiedere qualcosa. Io personalmente ho piú esperienze dalle lezzioni che sono con i professori con cui possiamo parlare e sono cari.
CZECH-IT,survey-message,I264,L058,SK,"Secondo me un´insegnante dovrebbe comportarsi piú come un amico e dovrebbe avere buon rapporto con gli studenti, perché poi le lezioni sono divertente e sono felici tutti. Ma quando é un´insegnante freddo e distaccato non é molto buono, non é buono per nessuno e gli studenti non hanno voglia di andare a scuola."
CZECH-IT,survey-message,I265,L074,SK,L'insegnante è una persona che non dovrebbe solo insegnare una materia ma anche guidare gli alunni per trovare i loro punti forti. Il rapporto tra insegnante e alunno non dovrebbe mancare di rispetto ma neanche essere troppo distaccato. Ci vuole un'equilibrio come in tutto. Lo studente dovrebbe sentirsi rilassato con l'insegnante.
CZECH-IT,survey-message,I266,L016,SK,"Mia prima esperienza e contatto di Italiano sono stato molto intenteressante perche quando il professore arriva sul lezione porta anche carte. Nessuno in classe sonocse lingua l´italiano mai. E professore noi da il carte e tutti inizio scrivere l´eseme. Queto léssame non era molto difficile perche perole era tipo come gli spagetti, pasta ect. .... practicamente parole che consono tutti persone il mondo."
CZECH-IT,survey-message,I267,L059,SK,"Secondo me l´insegnante dovrebbe essere un po come un amico, poi divertente e anche con grande pazienza. Non mi piace quando é freddo."
CZECH-IT,survey-message,I268,L071,SK,"Secondo me questo rapporto dovrebbe essere basato sulla amicizia ma anche soprattutto nel rispetto tra insegnante e alunno. Mi piaciono insegnanti che sono piú come amici perché quando qualcuno si comporta nella maniera fredda, poi io non sono capace ascoltarlo perché queste ore con quelli insegnanti non mi piaciono."
CZECH-IT,survey-message,I269,L072,SK,"Secondo me, rapporto tra l'insegnante e alunno dovrebbe essere bassato sul rispetto, ma anche e molto importante approccio amichevole. Penso, che l'insegnante dovrebbe comportarsi piú come amico, perché con questo approccio si accattiva piú presto lo studente."
CZECH-IT,survey-message,I270,L069,SK,"Secondo me l'insegnante dovrebbe comportarsi più come un amico, ma anche dovrebbe avere il rispetto - in questo modo può portare la motivazione buona per studiare per il studente anche per linsegnante."
CZECH-IT,survey-message,I271,L070,SK,Secondo me rapporto tra insegnante e alunno sarebbe basato sulla amicizia. É buono quando insegnante aiuta all'alunno e non é solo il rapporto formale. Io ho avuto sempre una esperienza positiva e ho incontrato con gli insegnanti che erano sempre amichevoli e pronti ad aiutarmi.
CZECH-IT,survey-message,I272,L073,SK,"Dipende molto dall'insegnante, è individuale. Io preferisco l'approccio personale tra le persone, anche quando si tratta dei rapporti tra gli insegnanti e gli studenti. Poi, per me è molto importante la lezione farla interattiva, così è più divertente e mi sento più utile che solo ascoltare."
CZECH-IT,survey-message,I273,L092,CS,sono era la insegnate d´ínglese perché ho le due esperienze - come la insegnante anche come lo studente. Il insegnante deva avere il senso di sentire quando gli studenti sono divertententi e quando sono concentrati. Deva cambia il téma quando gli studenti non sono concentrati - significa la lezione non é stessa come l´insegnante ha preparato. Insegnante non devi comportarsi come un amico ma come un auditorio - sensitivo.
CZECH-IT,text-message,I274,L053,CS,Ciao NP. Mercoledì non poso avere la lezzione. Sono fuori l’ufficio. Grazie NP. Ci vediamo a 28 se ci sei. Grazie NP
CZECH-IT,text-message,I275,L053,CS,Ciao NP. Io ho rafredore e mal di testa e non sono capace fare la lezzione domani. Grazie per il tuo concepimento. NP
CZECH-IT,email,I276,L004,CS,"Caro NP,

mi veramente dispiace ma devo cancellare la nostra lezione.
Ho tanto da fare. Ieri sono stata al lavoro 12 ore e sono stanca.

Per favore, potresti mandarmi un esercizio?

Scusami che ti scrivo cosí tardi.

Potremmo incontrare la settimana prossima 3.4. alle 16:00?

Grazie in anticipo per la tua risposta.
Buona giornata. "
CZECH-IT,email,I277,L004,CS,"Buongiorno NP, Sí, certo :). Nel qualle ufficio saremo? Grazie. Buona giornata anche a te."
CZECH-IT,email,I278,L004,CS,"Ciao NP, il tuo contatto mi ha dato NP.Cerco qualcuno chi mi puo dare lezioni d´ italiano. Vorrei allargare il mio vocabolario, ma anche ripettere la grammatica. Ho studiato filologia italiana ma solamente triennale. Vorrei chiedere se hai il tempo libero per insegnarmi. Grazie in anticipo per la tua risposta.Buon Natale, NP"
CZECH-IT,email,I279,L004,CS,"Caro NP, grazie per la tua risposta. Avresti il tempo libero il 16 gennaio dalle 16:00 o 19 gennaio dalle 17:00? Grazie in anticipo per la tua risposta. Buona giornata."
CZECH-IT,text-message,I280,L029,CS,"Caro NP, gli articoli sono molto difficili per me, posso fare qualcosa altro, per favore? Studio italiano per un ""uso perfetto"" durante la mia vacanza. Vorrei parlare ed anche leggere delle cose che sono neccesario per la mia esistenza in Italia 🙂 Che ne dici?"
CZECH-IT,text-message,I281,L029,CS,"Caro NP, posso avere la nostra lezione a  giovedi (11. 1., nel pomeriggio)? Purtroppo a venerdi non e possibile"
CZECH-IT,text-message,I282,L029,CS,"Caro NP, e possibile a avere le nostre lezioni regolarmente a martedi, alle 10:30? Buon sabato! NP."
CZECH-IT,text-message,I283,L049,SK,Arrivo a tempo!
CZECH-IT,text-message,I284,L061,SK,"mi dispiace, già sono nella Slovacchia 😉 alla prossima  😉 buona giornata a te !"
